@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
437,"SwitchStatement","null",true,"","int ","","","","",java.lang.IllegalArgumentException
438,"SwitchStatement","null",true,"","int ","","","","",java.lang.IllegalArgumentException
439,"MethodDeclaration","null",false,"","","","","","",java.lang.IllegalArgumentException
440,"IfStatement","null",true,"matrix length ","int float ","","","","",java.lang.IllegalArgumentException
441,"IfStatement","null",true,"matrix length ","int float ","","","","",java.lang.IllegalArgumentException
442,"IfStatement","null",true,"length translation ","int float ","","","","",java.lang.IllegalArgumentException
443,"IfStatement","null",true,"length translation ","int float ","","","","",java.lang.IllegalArgumentException
444,"IfStatement","null",true,"length angles ","int float ","","","","",java.lang.IllegalArgumentException
445,"IfStatement","null",true,"length angles ","int float ","","","","",java.lang.IllegalArgumentException
446,"IfStatement","null",true,"vec length ","int float ","","","","",java.lang.IllegalArgumentException
447,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object com.jme3.math.Matrix4f ","","","","",java.lang.AssertionError
448,"CatchClause","java.lang.CloneNotSupportedException",false,"center ","com.jme3.math.Vector3f com.jme3.math.Ring java.lang.Object ","","clone ","","",java.lang.AssertionError
449,"CatchClause","java.lang.CloneNotSupportedException",false,"pointb pointa pointc ","com.jme3.math.Vector3f com.jme3.math.Triangle java.lang.Object ","","clone ","","",java.lang.AssertionError
450,"CatchClause","java.lang.CloneNotSupportedException",false,"line origin direction ","com.jme3.math.Vector3f com.jme3.math.Line java.lang.Object ","","clone ","","",java.lang.AssertionError
451,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object com.jme3.math.Vector2f ","","","","",java.lang.AssertionError
452,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object com.jme3.math.ColorRGBA ","","","","",java.lang.AssertionError
453,"IfStatement","null",true,"normal ","com.jme3.math.Vector3f ","NULL ","","","",java.lang.IllegalArgumentException
454,"IfStatement","null",true,"normal ","com.jme3.math.Vector3f ","NULL ","","","",java.lang.IllegalArgumentException
455,"CatchClause","java.lang.CloneNotSupportedException",false,"normal ","com.jme3.math.Plane com.jme3.math.Vector3f java.lang.Object ","","clone ","","",java.lang.AssertionError
456,"CatchClause","java.lang.CloneNotSupportedException",false,"rot scale translation ","com.jme3.math.Transform com.jme3.math.Vector3f com.jme3.math.Quaternion java.lang.Object ","","clone ","","",java.lang.AssertionError
457,"IfStatement","null",true,"nurb nurb spline ","com.jme3.math.Spline.SplineType com.jme3.math.Spline ","","getType ","","",java.lang.IllegalArgumentException
458,"IfStatement","null",true,"length angles ","int float ","","","","",java.lang.IllegalArgumentException
459,"IfStatement","null",true,"length angles ","int float ","","","","",java.lang.IllegalArgumentException
460,"SwitchStatement","null",true,"","int ","","","","",java.lang.IllegalArgumentException
461,"IfStatement","null",true,"axis length ","com.jme3.math.Vector3f int ","","","","",java.lang.IllegalArgumentException
462,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object com.jme3.math.Quaternion ","","","","",java.lang.AssertionError
463,"IfStatement","null",true,"arg ","java.lang.Object com.jme3.opencl.Image ","","","","",java.lang.IllegalArgumentException
464,"IfStatement","null",true,"length sizes ","long int ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
465,"IfStatement","null",true,"dimension ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
466,"CatchClause","java.io.IOException",true,"reader builder asset manager ","com.jme3.asset.AssetManager java.lang.StringBuilder java.io.BufferedReader void ","","buildSourcesRec ","","",com.jme3.asset.AssetNotFoundException
467,"IfStatement","null",false,"info ","com.jme3.asset.AssetInfo ","NULL ","","IOException ","",com.jme3.asset.AssetNotFoundException
468,"IfStatement","null",false,"info ","com.jme3.asset.AssetInfo ","NULL ","","","",com.jme3.asset.AssetNotFoundException
469,"IfStatement","null",true,"filter ","com.jme3.post.Filter ","NULL ","","","",java.lang.IllegalArgumentException
470,"IfStatement","null",true,"filter ","com.jme3.post.Filter ","NULL ","","","",java.lang.IllegalArgumentException
471,"IfStatement","null",true,"num samples ","int ","","","","",java.lang.IllegalArgumentException
472,"CatchClause","java.lang.CloneNotSupportedException",false,"location coeff top view matrix length max_world_planes coeff right coeff left projection matrix viewport changed cam gui bounding ","com.jme3.renderer.Camera com.jme3.math.Matrix4f int com.jme3.math.Plane float com.jme3.math.Quaternion com.jme3.math.Vector3f com.jme3.bounding.BoundingBox com.jme3.math.Plane boolean void ","NULL ","clone update ","","",java.lang.AssertionError
473,"IfStatement","null",true,"processor ","com.jme3.post.SceneProcessor ","NULL ","","","",java.lang.IllegalArgumentException
474,"IfStatement","null",true,"processor ","com.jme3.post.SceneProcessor ","NULL ","","","",java.lang.IllegalArgumentException
475,"IfStatement","null",true,"scene ","com.jme3.scene.Spatial ","NULL ","","","",java.lang.IllegalArgumentException
476,"IfStatement","null",true,"scene ","com.jme3.scene.Spatial ","NULL ","","","",java.lang.IllegalArgumentException
477,"IfStatement","null",false,"","com.jme3.scene.Geometry com.jme3.material.Material ","NULL ","getMaterial ","","",java.lang.IllegalStateException
478,"IfStatement","null",false,"","com.jme3.scene.Geometry com.jme3.material.Material ","NULL ","getMaterial ","","",java.lang.IllegalStateException
479,"IfStatement","null",false,"gl fmt ","com.jme3.renderer.opengl.GLImageFormat ","NULL ","","","",com.jme3.renderer.RendererException
480,"SwitchStatement","null",true,"format ","com.jme3.texture.Image.Format ","","","","",java.lang.UnsupportedOperationException
481,"IfStatement","null",true,"gl_texture_2d image target ","int com.jme3.texture.Image com.jme3.renderer.opengl.GL ","","getDepth ","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.IndexOutOfBoundsException ",java.lang.UnsupportedOperationException
482,"IfStatement","null",true,"image ","com.jme3.texture.Image int ","NULL ","getMipMapSizes ","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.IndexOutOfBoundsException ",java.lang.UnsupportedOperationException
483,"IfStatement","null",true,"image ","com.jme3.texture.Image int ","","getMultiSamples ","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.IndexOutOfBoundsException ",java.lang.UnsupportedOperationException
484,"IfStatement","null",false,"jme format ","com.jme3.texture.Image.Format boolean ","","isCompressed ","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.IndexOutOfBoundsException ",java.lang.UnsupportedOperationException
485,"IfStatement","null",false,"jme format ","com.jme3.texture.Image.Format boolean ","","isDepthFormat ","","java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.IndexOutOfBoundsException ",java.lang.UnsupportedOperationException
486,"IfStatement","null",true,"buffer ","java.nio.Buffer java.nio.DoubleBuffer ","","","","",java.lang.UnsupportedOperationException
487,"IfStatement","null",true,"level ","int ","","","","",java.lang.IllegalArgumentException
488,"SwitchStatement","null",true,"state ","com.jme3.material.RenderState com.jme3.material.RenderState.FaceCullMode ","","getFaceCullMode ","","java.lang.UnsupportedOperationException ",java.lang.UnsupportedOperationException
489,"SwitchStatement","null",true,"state ","com.jme3.material.RenderState com.jme3.material.RenderState.BlendMode ","","getBlendMode ","","java.lang.UnsupportedOperationException ",java.lang.UnsupportedOperationException
490,"SwitchStatement","null",true,"blend equation ","com.jme3.material.RenderState.BlendEquation ","","","","",java.lang.UnsupportedOperationException
491,"SwitchStatement","null",true,"blend equation alpha ","com.jme3.material.RenderState.BlendEquationAlpha ","","","","",java.lang.UnsupportedOperationException
492,"SwitchStatement","null",true,"blend func ","com.jme3.material.RenderState.BlendFunc ","","","","",java.lang.UnsupportedOperationException
493,"SwitchStatement","null",true,"stencil op ","com.jme3.material.RenderState.StencilOperation ","","","","",java.lang.UnsupportedOperationException
494,"SwitchStatement","null",true,"test func ","com.jme3.material.RenderState.TestFunction ","","","","",java.lang.UnsupportedOperationException
495,"SwitchStatement","null",true,"uniform ","com.jme3.shader.Uniform com.jme3.shader.VarType ","","getVarType ","","",java.lang.UnsupportedOperationException
496,"SwitchStatement","null",true,"buffer type ","com.jme3.shader.BufferObject.BufferType ","","","","",java.lang.IllegalArgumentException
497,"SwitchStatement","null",true,"type ","com.jme3.shader.Shader.ShaderType ","","","","",java.lang.UnsupportedOperationException
498,"IfStatement","null",false,"","int ","","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
499,"IfStatement","null",false,"","int ","","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
500,"IfStatement","null",false,"gles2 language ","boolean java.lang.String ","GLSL100 ","equals ","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
501,"IfStatement","null",false,"info log ","java.lang.String ","NULL ","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
502,"IfStatement","null",false,"info log ","java.lang.String ","NULL ","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
503,"IfStatement","null",false,"","int ","","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
504,"IfStatement","null",false,"info log ","java.lang.String ","NULL ","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
505,"IfStatement","null",false,"info log ","java.lang.String ","NULL ","","","com.jme3.renderer.RendererException com.jme3.renderer.RendererException ",com.jme3.renderer.RendererException
506,"IfStatement","null",true,"shader ","com.jme3.shader.Shader ","NULL ","","","",java.lang.IllegalArgumentException
507,"IfStatement","null",false,"frame buffer blit caps ","com.jme3.renderer.Caps java.util.EnumSet boolean ","","contains ","","",com.jme3.renderer.RendererException
508,"SwitchStatement","null",false,"status ","int ","","","","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
509,"SwitchStatement","null",false,"status ","int ","","","","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
510,"SwitchStatement","null",false,"status ","int ","","","","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
511,"SwitchStatement","null",false,"status ","int ","","","","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
512,"SwitchStatement","null",false,"status ","int ","","","","java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
