@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
642,"CatchClause","java.text.ParseException",false,"si_min_version version string min version length scratch ","java.lang.String org.apache.lucene.util.Version int org.apache.lucene.util.BytesRefBuilder org.apache.lucene.util.BytesRef boolean ","null NULL ","equals readString parse ","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException java.lang.AssertionError ",org.apache.lucene.index.CorruptIndexException
643,"IfStatement","null",true,"segment i d ","byte boolean java.util.Arrays ","","equals ","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException java.lang.AssertionError ",org.apache.lucene.index.CorruptIndexException
644,"SwitchStatement","null",false,"type as string ","java.lang.String ","","","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException java.lang.AssertionError ",org.apache.lucene.index.CorruptIndexException
645,"SwitchStatement","null",false,"missing last as string ","java.lang.String ","","","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException java.lang.AssertionError ",org.apache.lucene.index.CorruptIndexException
646,"SwitchStatement","null",false,"type ","org.apache.lucene.search.SortField.Type ","","","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException ",java.lang.AssertionError
647,"SwitchStatement","null",false,"selector as string ","java.lang.String ","","","IOException ","",org.apache.lucene.index.CorruptIndexException
648,"SwitchStatement","null",false,"selector as string ","java.lang.String ","","","IOException ","",org.apache.lucene.index.CorruptIndexException
649,"SwitchStatement","null",false,"sort type ","org.apache.lucene.search.SortField.Type ","","","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
650,"IfStatement","null",false,"selector max ","org.apache.lucene.search.SortedSetSelector.Type org.apache.lucene.search.SortedSetSelector ","","","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
651,"IfStatement","null",false,"selector max ","org.apache.lucene.search.SortedNumericSelector.Type org.apache.lucene.search.SortedNumericSelector ","","","IOException ","java.lang.IllegalStateException java.lang.IllegalStateException ",java.lang.IllegalStateException
652,"CatchClause","java.text.ParseException",false,"tablepos table pos scratch ","long java.text.DecimalFormat org.apache.lucene.util.BytesRefBuilder org.apache.lucene.util.BytesRef java.lang.String java.lang.Number ","","parse longValue stripPrefix ","IOException ","java.io.FileNotFoundException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException java.lang.UnsupportedOperationException ",org.apache.lucene.index.CorruptIndexException
653,"IfStatement","null",false,"index ","int ","","","IOException ","",java.io.FileNotFoundException
654,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
655,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
656,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
657,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
658,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
659,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
660,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
661,"IfStatement","null",false,"sorted dv type sorted_set ","org.apache.lucene.index.DocValuesType ","","","IOException ","",java.lang.AssertionError
662,"IfStatement","null",true,"doc i d max doc ","int ","","","","org.apache.lucene.index.CorruptIndexException java.lang.RuntimeException ",java.lang.IndexOutOfBoundsException
663,"CatchClause","java.text.ParseException",false,"scratch decoder ","java.math.BigDecimal java.text.DecimalFormat org.apache.lucene.util.BytesRefBuilder java.lang.String java.lang.Number org.apache.lucene.util.BytesRef ","","get utf8ToString parse ","","java.lang.IndexOutOfBoundsException java.lang.RuntimeException ",org.apache.lucene.index.CorruptIndexException
664,"CatchClause","java.io.IOException",true,"decoder doc i d max doc pattern scratch min value field data start file pointer ","int java.math.BigDecimal org.apache.lucene.store.IndexInput org.apache.lucene.util.BytesRefBuilder org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader.OneField long java.text.ParseException java.math.BigInteger void java.lang.String org.apache.lucene.codecs.simpletext.SimpleTextUtil ","docID must be 0 ..  failed to parse BigDecimal value ; got  ","readLine utf8ToString toBigIntegerExact length seek get parse longValue add valueOf ","","java.lang.IndexOutOfBoundsException org.apache.lucene.index.CorruptIndexException ",java.lang.RuntimeException
665,"IfStatement","null",true,"doc i d max doc ","int ","","","","org.apache.lucene.index.CorruptIndexException java.lang.RuntimeException ",java.lang.IndexOutOfBoundsException
666,"CatchClause","java.text.ParseException",false,"len utf_8 length length scratch decoder ","int org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder java.nio.charset.Charset java.text.DecimalFormat java.nio.charset.StandardCharsets byte java.lang.Number java.lang.String ","","bytes length intValue parse ","","java.lang.IndexOutOfBoundsException java.lang.RuntimeException ",org.apache.lucene.index.CorruptIndexException
667,"CatchClause","java.io.IOException",true,"length max length length decoder term utf_8 doc i d len max doc pattern ","int org.apache.lucene.util.BytesRefBuilder org.apache.lucene.store.IndexInput org.apache.lucene.util.BytesRef org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader.OneField java.text.ParseException void java.lang.String java.text.DecimalFormat java.nio.charset.Charset long ","docID must be 0 ..  failed to parse int length ; got  ","length get bytes intValue grow seek readBytes parse readLine startsWith setLength ","","java.lang.IndexOutOfBoundsException org.apache.lucene.index.CorruptIndexException ",java.lang.RuntimeException
668,"CatchClause","java.text.ParseException",false,"len utf_8 length length scratch decoder ","int org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder java.nio.charset.Charset java.text.DecimalFormat java.nio.charset.StandardCharsets byte java.lang.Number java.lang.String ","","bytes length intValue parse ","IOException ","",org.apache.lucene.index.CorruptIndexException
669,"CatchClause","java.text.ParseException",false,"len utf_8 length length scratch decoder ","int org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder java.nio.charset.Charset java.text.DecimalFormat java.nio.charset.StandardCharsets byte java.lang.Number java.lang.String ","","bytes length intValue parse ","IOException ","",org.apache.lucene.index.CorruptIndexException
670,"CatchClause","java.text.ParseException",false,"ord ord decoder scratch ","java.text.DecimalFormat int org.apache.lucene.util.BytesRefBuilder java.lang.String java.lang.Number org.apache.lucene.util.BytesRef long ","","get utf8ToString parse longValue ","IOException ","",org.apache.lucene.index.CorruptIndexException
671,"CatchClause","java.text.ParseException",false,"ord ord decoder scratch ","java.text.DecimalFormat int org.apache.lucene.util.BytesRefBuilder java.lang.String java.lang.Number org.apache.lucene.util.BytesRef long ","","get utf8ToString parse longValue ","IOException ","",org.apache.lucene.index.CorruptIndexException
672,"IfStatement","null",true,"num values ord field ","int long org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader.OneField ","","","IOException ","org.apache.lucene.index.CorruptIndexException ",java.lang.IndexOutOfBoundsException
673,"CatchClause","java.text.ParseException",false,"len utf_8 length length scratch decoder ","int org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder java.nio.charset.Charset java.text.DecimalFormat java.nio.charset.StandardCharsets byte java.lang.Number java.lang.String ","","bytes length intValue parse ","IOException ","java.lang.IndexOutOfBoundsException ",org.apache.lucene.index.CorruptIndexException
674,"IfStatement","null",true,"num values ord field ","long org.apache.lucene.codecs.simpletext.SimpleTextDocValuesReader.OneField ","","","IOException ","org.apache.lucene.index.CorruptIndexException ",java.lang.IndexOutOfBoundsException
675,"CatchClause","java.text.ParseException",false,"len utf_8 length length scratch decoder ","int org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder java.nio.charset.Charset java.text.DecimalFormat java.nio.charset.StandardCharsets byte java.lang.Number java.lang.String ","","bytes length intValue parse ","IOException ","java.lang.IndexOutOfBoundsException ",org.apache.lucene.index.CorruptIndexException
676,"IfStatement","null",false,"input footer start pos ","long org.apache.lucene.store.ChecksumIndexInput ","","getFilePointer ","IOException ","",org.apache.lucene.index.CorruptIndexException
677,"IfStatement","null",false,"checksum scratch ","org.apache.lucene.util.BytesRef org.apache.lucene.util.BytesRefBuilder org.apache.lucene.util.StringHelper boolean ","","get startsWith ","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException ",org.apache.lucene.index.CorruptIndexException
678,"IfStatement","null",false,"actual checksum expected checksum ","java.lang.String boolean ","","equals ","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException ",org.apache.lucene.index.CorruptIndexException
679,"IfStatement","null",true,"input ","org.apache.lucene.store.ChecksumIndexInput long ","","getFilePointer length ","IOException ","org.apache.lucene.index.CorruptIndexException org.apache.lucene.index.CorruptIndexException ",org.apache.lucene.index.CorruptIndexException
680,"IfStatement","null",true,"","java.lang.String int ","","length ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
681,"IfStatement","null",true,"","java.lang.String char int ","","charAt length ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
682,"IfStatement","null",false,"","java.lang.Number java.lang.Double ","","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
683,"IfStatement","null",true,"field ","org.apache.lucene.index.IndexableField java.lang.String ","NULL ","stringValue ","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
684,"IfStatement","null",true,"num docs written num docs ","int ","","","IOException ","",java.lang.RuntimeException
685,"IfStatement","null",false,"type_double length scratch type ","org.apache.lucene.util.BytesRef int org.apache.lucene.util.BytesRefBuilder boolean ","","equalsAt get ","IOException ","",java.lang.RuntimeException
686,"IfStatement","null",false,"","org.apache.lucene.store.IndexInput ","NULL ","","","",org.apache.lucene.store.AlreadyClosedException
687,"MethodDeclaration","null",false,"","","","","IOException ","",java.lang.UnsupportedOperationException
688,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
689,"IfStatement","null",false,"field info ","org.apache.lucene.index.FieldInfo ","NULL ","","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
690,"IfStatement","null",false,"field info ","org.apache.lucene.index.FieldInfo int ","","getPointDataDimensionCount ","IOException ","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
691,"IfStatement","null",false,"input footer start pos ","long org.apache.lucene.store.ChecksumIndexInput ","","getFilePointer ","IOException ","",org.apache.lucene.index.CorruptIndexException
692,"IfStatement","null",true,"count ","int ","","","IOException ","",org.apache.lucene.index.CorruptIndexException
693,"IfStatement","null",false,"num index dims compressed dim ","int ","","","IOException ","",org.apache.lucene.index.CorruptIndexException
